#,id,name,supertype,hp,types,rarity,retreatCost,convertedRetreatCost,AbilityName,AbilityText,Attack1Name,Attack1Cost,Attack1ConvertedCost,Attack1Damage,DamageFormula,Attack1Text
5003,swsh10-71,Hisuian Arcanine,Pokemon,150,Fighting,Rare,"Colorless, Colorless",2,,,Scorching Horn,"Fighting, Fighting, Colorless",3,80+,,"If this Pokemon has any Fire Energy attached, this attack does 80 more damage, and your opponent's Active Pokemon is now Burned."
5152,swsh11-55,Manectric,Pokemon,120,Lightning,Rare,Colorless,1,,,Assault Laser,"Lightning, Colorless, Colorless",3,80+,,"If your opponent's Active Pokemon has a Pokemon Tool attached, this attack does 80 more damage."
5313,swsh12-29,Talonflame,Pokemon,140,Fire,Rare,Colorless,1,,,Merciless Strike,Fire,1,80+,,"If your opponent's Active Pokemon already has any damage counters on it, this attack does 80 more damage."
5370,swsh12-73,Medicham,Pokemon,120,Psychic,Rare Holo,"Colorless, Colorless",2,Chakra Awakening,"If you have exactly 4 cards in your hand, this Pokemon's attacks cost ColorlessColorlessColorless less.",Vigorous Kick,"Colorless, Colorless, Colorless",3,80+,,"If your opponent has any Pokemon VMAX in play, this attack does 90 more damage."
5499,swsh12pt5-26,Volcanion,Pokemon,130,Fire,Rare Holo,"Colorless, Colorless, Colorless",3,,,Hydro Burn,"Fire, Fire, Colorless",3,80+,,"If this Pokemon has any Water Energy attached, this attack does 80 more damage."
5579,swsh12pt5-86,Scizor,Pokemon,130,Metal,Rare,"Colorless, Colorless",2,,,Dangerous Claws,"Colorless, Colorless, Colorless",3,80+,,"If your opponent's Active Pokemon is a Basic Pokemon, this attack does 80 more damage."
5652,swsh2-30,Magmortar,Pokemon,140,Fire,Rare,"Colorless, Colorless, Colorless",3,,,Ground Burn,"Fire, Fire, Colorless",3,80+,,Each player discards the top card of their deck. This attack does 100 more damage for each Energy card discarded in this way.
5747,swsh2-104,Barbaracle,Pokemon,120,Fighting,Rare,"Colorless, Colorless, Colorless",3,,,Hand Press,"Fighting, Colorless, Colorless",3,80+,,"If you have more cards in your hand than your opponent, this attack does 80 more damage."
5848,swsh3-25,Heatran,Pokemon,130,Fire,Rare Holo,"Colorless, Colorless, Colorless, Colorless",4,,,Raging Flare,"Fire, Fire, Colorless",3,80+,,This attack does 10 more damage for each damage counter on this Pokemon.
6083,swsh35-45,Malamar,Pokemon,120,Darkness,Uncommon,"Colorless, Colorless, Colorless",3,,,Random Peck,"Darkness, Darkness, Colorless",3,80+,,Flip 2 coins. This attack does 40 more damage for each heads.
6210,swsh4-92,Terrakion,Pokemon,140,Fighting,Rare,"Colorless, Colorless, Colorless, Colorless",4,,,Earthen Power,"Fighting, Fighting, Colorless",3,80+,,"If you have a Stadium in play, this attack does 80 more damage."
6212,swsh4-93,Zygarde,Pokemon,150,Fighting,Rare Holo,"Colorless, Colorless, Colorless, Colorless",4,,,Core Avenger,"Fighting, Colorless, Colorless",3,80+,,"If you have more Prize cards remaining than your opponent, this attack does 80 more damage."
6361,swsh5-16,Tapu Bulu,Pokemon,130,Grass,Rare Holo,"Colorless, Colorless",2,,,Nature's Judgment,"Grass, Grass, Colorless",3,80+,,"You may discard all Energy from this Pokemon. If you do, this attack does 80 more damage."
6463,swsh5-94,Honchkrow,Pokemon,130,Darkness,Uncommon,"Colorless, Colorless",2,Insomnia,This Pokemon can't be Asleep.,Voltage Dive,"Darkness, Colorless, Colorless",3,80+,,"If your opponent's Active Pokemon has any Special Energy attached, this attack does 80 more damage."
6512,swsh6-12,Sawsbuck,Pokemon,110,Grass,Rare,Colorless,1,,,Winter Horn,"Grass, Colorless, Colorless",3,80+,,"If you have a Stadium in play, this attack does 80 more damage."
6604,swsh6-87,Lycanroc,Pokemon,120,Fighting,Rare Holo,"Colorless, Colorless",2,,,Rogue Fangs,"Fighting, Fighting",2,80+,,This attack does 10 more damage for each Single Strike Pokemon in your discard pile.
6607,swsh6-92,Grapploct,Pokemon,140,Fighting,Rare Holo,"Colorless, Colorless, Colorless",3,Stranglehold Master,"As long as this Pokemon is in the Active Spot, your opponent's Active Pokemon's Retreat Cost is ColorlessColorless more.",Synchro Buster,"Fighting, Colorless, Colorless",3,80+,,"If you have the same number of cards in your hand as your opponent, this attack does 80 more damage."
6782,swsh7-120,Flapple,Pokemon,80,Dragon,Rare,Colorless,1,,,Fighting Tackle,"Grass, Fire",2,80+,,"If your opponent's Active Pokemon is a Pokemon V, this attack does 80 more damage."
6784,swsh7-121,Appletun,Pokemon,90,Dragon,Rare,"Colorless, Colorless, Colorless",3,,,Fighting Tackle,"Grass, Fire",2,80+,,"If your opponent's Active Pokemon is a Pokemon V, this attack does 80 more damage."
6810,swsh7-140,Talonflame,Pokemon,140,Colorless,Rare,,0,,,Nitro Dive,"Colorless, Colorless",2,80+,,"If this Pokemon has any Fire Energy attached, this attack does 80 more damage."
6914,swsh8-81,Drednaw,Pokemon,140,Water,Uncommon,"Colorless, Colorless, Colorless, Colorless",4,,,Hard Bite,"Water, Colorless, Colorless",3,80+,,"Flip a coin. If heads, this attack does 50 more damage."
6966,swsh8-120,Deoxys,Pokemon,120,Psychic,Rare Holo,Colorless,1,,,Photon Boost,"Colorless, Colorless, Colorless",3,80+,,"If this Pokemon has any Fusion Strike Energy attached, this attack does 80 more damage."
7243,swsh9-100,Heatran,Pokemon,140,Metal,Rare,"Colorless, Colorless, Colorless, Colorless",4,,,Iron Hammer,"Metal, Metal, Colorless",3,80+,,"If this Pokemon has any Fire Energy attached, this attack does 80 more damage."
7409,swshp-SWSH170,Deoxys,Pokemon,120,Psychic,Promo,Colorless,1,,,Photon Boost,"Colorless, Colorless, Colorless",3,80+,,"If this Pokemon has any Fusion Strike Energy attached, this attack does 80 more damage."
1763,sm6-70,Hawlucha,Pokemon,80,Fighting,Uncommon,Colorless,1,,,Sky Drop,"Colorless, Colorless, Colorless",3,80-,,This attack does 20 less damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.
1391,sm4-12,Alolan Marowak,Pokemon,100,Fire,Rare Holo,"Colorless, Colorless",2,,,Burning Bonemerang,"Fire, Fire, Colorless",3,70x,,"Flip 2 coins. This attack does 70 damage for each heads. If either of them is heads, your opponent's Active Pokemon is now Burned."
2842,sv1-109,Annihilape,Pokemon,140,Fighting,Rare,"Colorless, Colorless",2,,,Rage Fist,Fighting,1,70x,,This attack does 70 damage for each Prize card your opponent has taken.
2918,sv1-161,Maushold,Pokemon,70,Colorless,Uncommon,Colorless,1,,,Family Attack,"Colorless, Colorless",2,70x,,This attack does 70 damage for each of your Maushold in play.
3382,sv3-158,Dragonair,Pokemon,100,Dragon,Uncommon,"Colorless, Colorless",2,,,Dragon Tail,"Water, Lightning",2,70x,,Flip 2 coins. This attack does 70 damage for each heads.
3624,sv3pt5-140,Kabuto,Pokemon,90,Fighting,Uncommon,"Colorless, Colorless",2,,,Double Scratch,"Fighting, Colorless",2,70x,,Flip 2 coins. This attack does 70 damage for each heads.
3706,sv4-53,Wugtrio,Pokemon,90,Water,Uncommon,"Colorless, Colorless",2,Suddenly Select,"When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may search your deck for up to 3 Pokemon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck.",Triple Whip,"Water, Water",2,70x,,Flip 3 coins. This attack does 70 damage for each heads.
3904,sv4pt5-47,Annihilape,Pokemon,140,Fighting,Rare,"Colorless, Colorless",2,,,Rage Fist,Fighting,1,70x,,This attack does 70 damage for each Prize card your opponent has taken.
3940,sv4pt5-74,Maushold,Pokemon,70,Colorless,Uncommon,Colorless,1,,,Family Attack,"Colorless, Colorless",2,70x,,This attack does 70 damage for each of your Maushold in play.
4024,sv5-62,Iron Thorns,Pokemon,140,Lightning,Rare,"Colorless, Colorless, Colorless",3,,,Destructo-Press,"Lightning, Colorless",2,70x,,"Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck."
4117,sv5-125,Lickilicky,Pokemon,150,Colorless,Common,"Colorless, Colorless, Colorless, Colorless",4,,,Tonguenado,"Colorless, Colorless, Colorless, Colorless",4,70x,,Flip 4 coins. This attack does 70 damage for each heads.
4137,sv5-137,Cinccino,Pokemon,110,Colorless,Uncommon,Colorless,1,,,Special Roll,"Colorless, Colorless",2,70x,,This attack does 70 damage for each Special Energy card attached to this Pokemon.
4175,sv6-22,Sinistcha,Pokemon,70,Grass,Rare,Colorless,1,,,Spill the Tea,Grass,1,70x,,Discard up to 3 Grass Energy cards from your Pokemon. This attack does 70 damage for each card you discarded in this way.
4674,svp-98,Iron Thorns,Pokemon,140,Lightning,Promo,"Colorless, Colorless, Colorless",3,,,Destructo-Press,"Lightning, Colorless",2,70x,,"Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck."
5217,swsh11-104,Mienshao,Pokemon,90,Fighting,Uncommon,Colorless,1,,,Double Smash,"Fighting, Colorless",2,70x,,Flip 2 coins. This attack does 70 damage for each heads.
5491,swsh12pt5-16,Zarude,Pokemon,120,Grass,Rare Holo,Colorless,1,,,Triple Whip,"Grass, Grass",2,70x,,Flip 3 coins. This attack does 70 damage for each heads.
6686,swsh7-38,Milotic,Pokemon,120,Water,Rare,"Colorless, Colorless",2,Dew Guard,"Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to you or your hand.",Double Smash,"Water, Colorless",2,70x,,Flip 2 coins. This attack does 70 damage for each heads.
6783,swsh7-121,Appletun,Pokemon,90,Dragon,Rare,"Colorless, Colorless, Colorless",3,,,Thick Mucus,Colorless,1,70x,,This attack does 70 damage for each Special Energy card attached to your opponent's Pokemon.
6972,swsh8-124,Meloetta,Pokemon,90,Psychic,Rare,Colorless,1,,,Melodious Echo,"Psychic, Colorless",2,70x,,This attack does 70 damage for each Fusion Strike Energy attached to all of your Pokemon.
295,sm10-91,Marowak,Pokemon,110,Fighting,Rare,"Colorless, Colorless",2,,,Assault Boom,"Colorless, Colorless, Colorless",3,70+,,"If your opponent's Active Pokemon has a Pokemon Tool card attached to it, this attack does 70 more damage."
920,sm12-159,Drampa,Pokemon,120,Dragon,Rare,Colorless,1,,,Dragon Arcana,"Colorless, Colorless, Colorless",3,70+,,"If this Pokemon has 2 or more different types of basic Energy attached to it, this attack does 70 more damage."
1006,sm2-32,Glalie,Pokemon,120,Water,Uncommon,"Colorless, Colorless, Colorless",3,,,Raging Floe,"Water, Water, Water",3,70+,,"If this Pokemon has any damage counters on it, this attack does 80 more damage."
1416,sm4-31,Alolan Raichu,Pokemon,110,Lightning,Rare Holo,"Colorless, Colorless",2,Surge Surfer,"If there is any Stadium card in play, this Pokemon has no Retreat Cost.",Psychic,"Colorless, Colorless, Colorless",3,70+,,This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokemon.
1801,sm6-101,Noivern,Pokemon,120,Colorless,Rare,Colorless,1,,,Resonance,"Colorless, Colorless, Colorless",3,70+,,"If your opponent's Active Pokemon is Confused, this attack does 70 more damage."
1854,sm7-38,Ludicolo,Pokemon,140,Water,Rare Holo,"Colorless, Colorless",2,Swing Dance,"Once during your turn (before your attack), you may draw a card.",Circular Steps,"Water, Colorless, Colorless",3,70+,,This attack does 10 more damage for each other Pokemon in play (both yours and your opponent's).
1869,sm7-50,Lanturn,Pokemon,110,Lightning,Uncommon,"Colorless, Colorless",2,Energy Grounding,"When 1 of your Pokemon is Knocked Out by damage from an opponent's attack, you may move a basic Energy card from that Pokemon to this Pokemon.",Lightning Strike,"Lightning, Lightning, Colorless",3,70+,,"You may discard all Lightning Energy from this Pokemon. If you do, this attack does 70 more damage."
1985,sm75-21,Lapras,Pokemon,120,Water,Uncommon,"Colorless, Colorless",2,,,Hydro Pump,"Colorless, Colorless, Colorless",3,70+,,This attack does 10 more damage times the amount of Water Energy attached to this Pokemon.
2212,sm8-134,Wigglytuff,Pokemon,120,Fairy,Rare,"Colorless, Colorless",2,,,Charmed Slap,"Fairy, Colorless, Colorless",3,70+,,"If this Pokemon has a Pokemon Tool card that has ""Fairy Charm"" in its name attached to it, this attack does 70 more damage."
2224,sm8-141,Gardevoir,Pokemon,130,Fairy,Rare Holo,"Colorless, Colorless",2,,,Sensitive Ray,"Fairy, Colorless, Colorless",3,70+,,"If you played a Supporter card from your hand during this turn, this attack does 90 more damage."
2508,smp-SM72,Alolan Raichu,Pokemon,110,Lightning,Promo,"Colorless, Colorless",2,Surge Surfer,"If there is any Stadium card in play, this Pokemon has no Retreat Cost.",Psychic,"Colorless, Colorless, Colorless",3,70+,,This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokemon.
2963,sv2-30,Talonflame,Pokemon,150,Fire,Uncommon,Colorless,1,,,Fiery Breeze,Fire,1,70+,,"If this Pokemon has any damage counters on it, this attack does 90 more damage."
3093,sv2-119,Falinks,Pokemon,110,Fighting,Common,"Colorless, Colorless",2,,,Reckless Charge Together,"Fighting, Colorless, Colorless",3,70+,,"If Falinks is on your Bench, this attack does 90 more damage."
3366,sv3-145,Bronzong,Pokemon,140,Metal,Uncommon,"Colorless, Colorless, Colorless",3,,,Extrasensory,"Metal, Metal",2,70+,,"If you have the same number of cards in your hand as your opponent, this attack does 90 more damage."
3739,sv4-81,Espathra,Pokemon,120,Psychic,Rare,Colorless,1,Stance,"When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may prevent all damage from and effects of attacks from your opponent's Pokemon done to this Pokemon until the end of your opponent's next turn.",Glittering Eyes,"Psychic, Psychic",2,70+,,"If Tulip is in your discard pile, this attack does 70 more damage."
3840,sv4-157,Cyclizar,Pokemon,120,Colorless,Uncommon,Colorless,1,,,Driving Buddy,"Colorless, Colorless, Colorless",3,70+,,"If you played a Supporter card from your hand during this turn, this attack does 70 more damage."
4095,sv5-109,Roaring Moon,Pokemon,140,Darkness,Rare,"Colorless, Colorless",2,,,Vengeance Fletching,"Darkness, Darkness",2,70+,,This attack does 10 more damage for each Ancient card in your discard pile.
4698,svp-121,Revavroom,Pokemon,140,Metal,Promo,"Colorless, Colorless, Colorless",3,,,Huge Tackle,"Colorless, Colorless, Colorless",3,70+,,"If you have more cards in your hand than your opponent, this attack does 80 more damage."
5550,swsh12pt5-67,Enamorus,Pokemon,120,Psychic,Rare,"Colorless, Colorless",2,,,Loving Sympathy,"Psychic, Colorless, Colorless",3,70+,,"If you have the same number of cards in your hand as your opponent, this attack does 70 more damage."
5952,swsh3-93,Hippopotas,Pokemon,100,Fighting,Common,"Colorless, Colorless, Colorless, Colorless",4,,,Double Stomp,"Fighting, Fighting, Fighting, Colorless",4,70+,,Flip 2 coins. This attack does 30 more damage for each heads.
6023,swsh3-149,Swanna,Pokemon,110,Colorless,Rare,,0,Sky Circus,"If you played Bird Keeper from your hand during this turn, ignore all Energy in this Pokemon's attack costs.",Feather Slice,"Colorless, Colorless, Colorless",3,70+,,"You may discard a card from your hand. If you do, this attack does 70 more damage."
6594,swsh6-79,Galarian Sirfetch'd,Pokemon,130,Fighting,Rare,"Colorless, Colorless",2,,,Leek Strike,"Fighting, Colorless, Colorless",3,70+,,"If this Pokemon has a Pokemon Tool attached, this attack does 90 more damage, and this attack's damage isn't affected by Resistance."
6780,swsh7-119,Drampa,Pokemon,120,Dragon,Rare,"Colorless, Colorless",2,,,Berserk,"Water, Fighting",2,70+,,"If your Benched Pokemon have any damage counters on them, this attack does 90 more damage."
7443,swshp-SWSH211,Sylveon,Pokemon,110,Psychic,Promo,Colorless,1,,,Symphony Whip,"Psychic, Colorless, Colorless",3,70+,,"If you played a Supporter card from your hand during this turn, this attack does 70 more damage."
44,sm1-29,Golduck,Pokemon,90,Water,Rare,,0,,,Double Jet,Water,1,60x,,Discard up to 2 Water Energy cards from your hand. This attack does 60 damage for each card you discarded in this way.
371,sm10-151,Dodrio,Pokemon,100,Colorless,Uncommon,,0,,,Tri Attack,"Colorless, Colorless",2,60x,,Flip 3 coins. This attack does 60 damage for each heads.
375,sm10-153,Lickilicky,Pokemon,130,Colorless,Rare,"Colorless, Colorless, Colorless, Colorless",4,,,Tonguenado,"Colorless, Colorless, Colorless",3,60x,,Flip 4 coins. This attack does 60 damage for each heads.
913,sm12-152,Florges,Pokemon,130,Fairy,Rare Holo,"Colorless, Colorless",2,Flower Picking,"When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may choose 2 random cards from your opponent's hand. Your opponent reveals those cards and shuffles them into their deck.",Petal Dance,"Fairy, Colorless",2,60x,,Flip 3 coins. This attack does 60 damage for each heads. This Pokemon is now Confused.
934,sm12-170,Ambipom,Pokemon,100,Colorless,Uncommon,Colorless,1,,,Bye-Bye Throw,"Colorless, Colorless",2,60x,,Discard up to 2 cards from your hand. This attack does 60 damage for each card you discarded in this way.
1121,sm2-108,Watchog,Pokemon,90,Colorless,Uncommon,Colorless,1,,,Slam,"Colorless, Colorless, Colorless",3,60x,,Flip 2 coins. This attack does 60 damage for each heads.
1457,sm4-61,Zweilous,Pokemon,90,Darkness,Uncommon,"Colorless, Colorless",2,,,Double Hit,"Darkness, Darkness, Colorless",3,60x,,Flip 2 coins. This attack does 60 damage for each heads.
